,id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
335,336,0.9429971097,male,12.0,south atlantic,71.0,57832.5,72.0,,27.0,77.4,,agree,disagree,agree,disagree,agree
336,337,0.47149855479999997,female,16.0,south atlantic,26.0,31545.0,17.0,53.0,41.0,45.3,a little dissat,agree,strongly disagree,disagree,disagree,disagree
337,338,0.9429971097,male,16.0,south atlantic,54.0,158201.8412,72.0,64.0,66.0,77.4,very satisfied,,,,,
338,339,2.35896796,female,16.0,south atlantic,40.0,158201.8412,69.0,,66.0,91.1,very satisfied,,,,,
339,340,0.47149855479999997,female,16.0,south atlantic,56.0,158201.8412,49.0,,31.0,56.9,mod. satisfied,disagree,disagree,disagree,agree,disagree
340,341,0.47149855479999997,male,20.0,south atlantic,60.0,98140.0,44.0,,50.0,56.8,very satisfied,,,,,
341,342,0.9429971097,male,16.0,south atlantic,72.0,158201.8412,54.0,,51.0,72.5,,strongly agree,strongly disagree,disagree,,neither agree nor disagree
342,343,0.9429971097,female,16.0,south atlantic,35.0,158201.8412,55.0,50.0,53.0,77.0,mod. satisfied,,,,,
343,344,1.4144956640000002,male,18.0,south atlantic,55.0,158201.8412,39.0,61.0,,67.7,mod. satisfied,disagree,agree,disagree,agree,agree
344,345,0.9429971097,female,14.0,south atlantic,28.0,57832.5,69.0,64.0,73.0,46.6,,disagree,strongly agree,,agree,agree
345,346,1.17948398,female,13.0,south atlantic,77.0,6309.0,35.0,24.0,,31.6,,,,,,
346,347,0.9429971097,female,12.0,south atlantic,30.0,,51.0,44.0,,28.7,mod. satisfied,agree,disagree,disagree,disagree,disagree
347,348,0.47149855479999997,female,12.0,south atlantic,67.0,11391.25,47.0,24.0,21.0,38.8,,agree,strongly agree,agree,strongly agree,strongly agree
348,349,0.47149855479999997,female,12.0,south atlantic,53.0,11391.25,39.0,47.0,,20.8,,disagree,disagree,,disagree,disagree
349,350,0.9429971097,female,15.0,south atlantic,37.0,31545.0,36.0,46.0,,44.6,a little dissat,,,,,
350,351,0.9429971097,female,14.0,south atlantic,51.0,158201.8412,39.0,48.0,35.0,67.7,very satisfied,strongly agree,disagree,disagree,disagree,agree
351,352,0.47149855479999997,female,12.0,south atlantic,35.0,16648.75,48.0,33.0,,20.1,,disagree,agree,agree,disagree,disagree
352,353,2.35896796,female,20.0,south atlantic,60.0,158201.8412,53.0,50.0,70.0,73.9,,,,,,
353,354,0.9429971097,male,16.0,south atlantic,68.0,84120.0,60.0,64.0,80.0,87.9,,strongly agree,disagree,disagree,disagree,agree
354,355,0.9429971097,male,20.0,south atlantic,43.0,158201.8412,65.0,31.0,51.0,80.7,mod. satisfied,agree,strongly disagree,disagree,disagree,disagree
355,356,0.9429971097,female,12.0,south atlantic,36.0,47317.5,51.0,48.0,35.0,28.7,very satisfied,,,,,
356,357,0.47149855479999997,female,9.0,south atlantic,34.0,9638.75,35.0,,,21.8,a little dissat,,,,,
357,358,0.9429971097,male,18.0,south atlantic,39.0,98140.0,43.0,24.0,48.0,55.1,very satisfied,agree,disagree,disagree,agree,agree
358,359,0.47149855479999997,male,14.0,south atlantic,52.0,57832.5,72.0,24.0,39.0,77.4,mod. satisfied,strongly disagree,strongly disagree,disagree,strongly disagree,disagree
359,360,0.47149855479999997,male,12.0,south atlantic,70.0,70100.0,31.0,,33.0,39.7,mod. satisfied,,,,,
360,361,0.9429971097,male,12.0,south atlantic,60.0,,56.0,,58.0,53.6,,agree,agree,disagree,agree,agree
361,362,0.9429971097,female,13.0,south atlantic,61.0,57832.5,60.0,60.0,50.0,76.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
